"id_curso","nome_curso","eixos_tematicos","competencias","certificador","conteudista","carga_horaria","disponibilidade_dias","tipo_oferta","apresentacao","publico_alvo","conteudo_programatico","data_lancamento"
"768","Era Digital, Planejamento Estratégico e Inovação na Gestão Pública","Excelência na Entrega de Serviços / Estratégia e Planejamento","Foco nos resultados para os cidadãos / Inovação e mudança","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","30","Curso Aberto","Conhecer os impactos da transformação digital nas organizações é um caminho obrigatório para quem deseja estar atualizado! Neste curso você entenderá como esse processo vem se desdobrando ao longo do tempo e garantirá os conhecimentos necessários para colaborar com uma Gestão Pública eficiente, a partir da aplicação de princípios metodológicos inovadores no planejamento estratégico.","Servidores públicos e cidadãos interessados no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," As Revoluções Industriais, a Era Digital e as características Socioemocionais da Força de Trabalho da Era Digital. A Importância dos Princípios de Gestão para o planejamento Estratégico Público eficiente. Metodologias de Inovação.","20/06/22"
"1179","Comunicando sobre a Mudança do Clima","Meio Ambiente",NULL,"Enap - Escola Nacional de Administração Pública","Apolitical","8","30","Curso Aberto","Aprenda a comunicar a urgência da mudança do clima e inspire ações transformadoras. Este curso capacita agentes públicos e legisladores a criar comunicações climáticas eficazes, capazes de influenciar percepções e promover mudanças. Inscreva-se e torne-se um agente de impacto positivo no enfrentamento de um dos maiores desafios globais.","Agentes públicos ou legisladores que queiram aprender mais sobre a criação de comunicações climáticas eficazes, que trabalhem ou não diretamente em uma equipe relacionada com o clima. Curso aberto, gratuito e com certificado. Qualquer pessoa pode se inscrever."," Estratégia de Comunicação Climática Conhecendo seu público Criando sua mensagem Garantindo o impacto Pacote de Recursos para Capacitação de Instrutores","16/08/24"
"1139","Colaboração com o Microsoft 365","Governo e Transformação Digital","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Microsoft","5","30","Curso Aberto","Neste curso, você conhecerá as principais ferramentas colaborativas e comucacionais do Microsoft 365 e compreenderá funcionalidades dessas ferramentas que auxiliarão no uso em ambiente de trabalho. Além disso, você aprenderá a aplicar recursos básicos e a utilizar outras ferramentas, como o SharePoint. Inscreva-se para saber mais!","Servidores públicos e todo cidadão interessado na temática. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","1. Introdução ao Microsoft Teams2. Como se comunicar no Teams3. Como colaborar usando o Teams4. Introdução ao SharePoint5. Como avançar em suas habilidades no SharePoint","29/04/24"
"381","Crianças e Adolescentes Migrantes","Direitos Humanos e Cidadania / Gestão Pública / Políticas Sociais",NULL,"Enap - Escola Nacional de Administração Pública","Organização Internacional para as Migrações","40","60","Curso Aberto","Este curso relaciona os direitos dos migrantes com os das crianças e adolescentes no contexto brasileiro e internacional, oferecendo uma visão ampla sobre os cuidados necessários para que seja preservada sua integridade. O conteúdo do curso foi desenvolvido pela Organização Internacional para as Migrações (OIM), no âmbito do projeto Oportunidades, com apoio da Agência dos Estados Unidos para o Desenvolvimento Internacional (USAID).","Atores que trabalham no acolhimento a crianças e adolescentes migrantes, especialmente conselheiros tutelares, professores, gestores da rede pública de ensino, servidores da assistência social, entre outros. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Direitos de crianças e adolescentes nas migrações. Integração das crianças e adolescentes migrantes. Defesa de crianças e adolescentes migrantes contra exploração, abuso e violência.","23/02/21"
"290","Proteção de Dados Pessoais no Setor Público","Análise e Ciência de Dados / Água e Saneamento / Gestão Pública / Governo e Transformação Digital / Direito e Legislação","Mentalidade digital","Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","15","30","Curso Aberto","Que tal saber mais sobre a Lei Geral de Proteção de Dados (LGDP) e sua aplicabilidade? Você aprenderá conhecimentos importantes sobre os processos e as medidas de segurança para tratar e proteger dados pessoais no setor público. O curso propõe esclarecer aos participantes os diversos pontos apresentados na lei. Fique por dentro desse assunto!","Servidores públicos de qualquer esfera e poder (especialmente aqueles que atuam em instituições participantes da Rede Gov.Br) e qualquer pessoa interessada. Curso Aberto."," O Tratamento de Dados Pessoais no Setor Público O Ciclo de Vida dos Dados Pessoais Medidas de Segurança no Tratamento dos Dados Pessoais Relatório de Impacto à Proteção de Dados Pessoais ","18/03/20"
"1019","Instrumentos de Desenvolvimento Urbano Sustentável - Planejamento","Estratégia e Planejamento / Gestão Pública / Infraestrutura","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Ministério das Cidades","25","30","Curso Aberto","Você sabe por onde começar para planejar políticas de Desenvolvimento Urbano Sustentável? Neste curso você conhecerá alguns dos principais instrumentos para o planejamento territorial e como aplicá-los. Você exercitará também uma postura crítica em relação a situação atual dos municípios brasileiros e aprenderá a formular propostas que considerem diferentes variáveis e condicionantes locais.","Atuantes na administração pública em nível federal, estadual e municipal. Pesquisadoras e pesquisadores e pessoas interessadas na temática, de modo geral. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," O Panejamento Territoril para o desenvolvimento urbano sustentável Plano diretor e instrumentos de planejamento territorial sustentável","16/11/23"
"551","Administration of Government Cloud Services","Governo e Transformação Digital",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","30","30","Curso Aberto","The course was developed by Enap, in partnership with the Secretary of Digital Government of the Ministry of Economy in 2019. It was developed with a focus on the necessity of capacitating servants of the Federal Executive Branch in attendance to the Capacity Building Program for Digital Transformation of the Federal Executive Branch (Capacita.Gov.br).","Public managers and/or IT Analysts. However, the course is open and anyone interested in the subject can enroll.","Module 1: Cloud Computing Overview.Module 2: Basic Infrastructure Items.Module 3: Mechanisms of Cloud Information Security.Module 4: Technological Imprisonment (Lock-in).Module 5: Managing Cost","13/08/21"
"661","Cadastro Integrado de Projetos de Investimento - Obrasgov.br","Transferências Voluntárias / Transparência, Controle e Participação","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Secretaria de Gestão e Inovação (SEGES/MGI)","30","30","Curso Aberto","Descubra como realizar as principais ações do Obrasgov.br! Neste curso, você irá conhecer o passo a passo para cadastro e gerenciamento de intervenções. Também verá os procedimentos relativos à execução financeira e física da intervenção, além de outros tópicos. Este curso irá lhe auxiliar a contribuir para uma Administração Pública mais transparente e eficiente!","Responsáveis pelo cadastro e gerenciamento de intervenções no sistema Obrasgov.br. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Panorama do Obrasgov.br (Histórico e perfis de acesso) Cadastro de Intervenções Projeto de Investimento em Infraestrutura, Permissões Especiais e Execução Execução da Intervenção Intervenções, Sub-rogação e Acesso Livre.","05/10/23"
"548","Contabilidade com foco na gestão da informação contábil","Água e Saneamento / Gestão Pública / Orçamento e Finanças",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","30","Curso Aberto","O curso busca aprimorar o conhecimento sobre a contabilidade aplicada ao setor público, possibilitando a apresentação de demonstrações contábeis mais consistentes, assertivas e eficientes para a tomada de decisões. Possui como foco os procedimentos de coleta, preparação, formatação e apresentação da informação contábil.","Servidores públicos que atuam na área de contabilidade aplicada ao setor público. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Introdução à Contabilidade Aplicada ao Setor Público Abertura do Exercício Contábil, Regras de Consistência das Informações e Encerramento do Exercício Contábil Critérios Gerais de Evidenciação nas DCASP NBC TSP 11: Apresentação das DCASP e Macrofunções do Siafi Apresentação de Preenchimento de BV, DVP, DFC, DMPL, BO e BF","25/07/21"
"906","Desenvolvimento profissional cooperativo na escola","Educação e Docência",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Educação","15","30","Curso Aberto","Neste curso você terá acesso a textos, vídeos e infográficos que apresentam, de forma objetiva e direta, a importância da colaboração no ambiente escolar como ferramenta para o bom desenvolvimento de atividades pedagógicas e para a promoção da aprendizagem dos alunos.","Gestores e profissionais da educação de escolas e redes de ensino que oferecem ensino de pré-escola, 1° e 2° anos do ensino fundamental.. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Principais estratégias de acompanhamento pedagógico Atividades para o desenvolvimento profissional no contexto escolar Captação de evidências para estudo e intervenções pedagógicas Tipos de estratégias de acompanhamento profissional Motivação e engajamento de profissionais da educação","30/12/22"
"348","Governança de TIC para o Governo Digital","Estratégia e Planejamento / Governo e Transformação Digital","Resolução de problemas com base em dados / Mentalidade digital","Enap - Escola Nacional de Administração Pública","Secretaria de Planejamento, Governança e Gestão - RS","40","60","Curso Aberto","O curso de Governança de TIC para o Governo Digital está direcionado para a necessidade de aperfeiçoamento de gestores de TIC. Busca alcançar a integração e o aperfeiçoamento profissional, aprimorando competências e domínio de conteúdos específicos. Também busca reforçar a visão estratégica de TIC por meio da imersão prática e conceitual em conhecimentos de governança de TIC nas organizações públicas, com práticas inovadoras em governo digital.","Servidores Públicos lotados nos diversos órgãos da administração pública desde que autorizados pela sua gestão direta. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Mobilidade, ubiquidade e transformação digital – um novo governo para um novo cidadão. Open Government / Governo 3.0 – novas tecnologias digitais para inovação no governo. Governança de TIC – direitos decisórios em TICs. Gestão de Serviços de TI como base para a entrega de serviços ao cidadão. Gestão ágil de projetos. Segurança da Informação. Data analytics como suporte à tomada de decisão e à inteligência para o cidadão.","14/12/20"
"849","Economia criativa, empreendedorismo e inovação","Inovação / Políticas Sociais","Visão sistêmica","Enap - Escola Nacional de Administração Pública","Ministério da Cultura","20","30","Curso Aberto","Neste curso, você vai aprender sobre economia criativa, inovação e empreendedorismo. Serão apresentadas ferramentas de planejamento, como o Design Thinking, e a legislação relacionada à economia criativa e políticas públicas. Também exploraremos a Lei Rouanet e outras leis de incentivo fiscal para o setor cultural.","O curso é destinado a gestores e agentes públicos interessados, produtores culturais, empreendedores e profissionais do setor criativo. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo I - O tripé economia criativa, inovação e empreendedorismo.Módulo II - Ferramentas de inovação e empreendedorismo no contexto do Setor Público.Módulo III - Executando projetos de economia criativa.","05/08/24"
"725","Noções básicas de SST para pequenos negócios","Políticas Públicas",NULL,"Enap - Escola Nacional de Administração Pública","FUNDACENTRO - Fundação Jorge Duprat Figueiredo de Segurança e Medicina do Trabalho","11","30","Curso Aberto","O mundo do trabalho, transformando-se rapidamente, cria obstáculos para os pequenos negócios, em especial os acidentes e doenças causados por condições e organização inadequados do trabalho. Este curso trará conhecimentos sobre Segurança e Saúde no Trabalho (SST) e sobre a importância de incluí-los na gestão dos negócios visando sustentabilidade e competitividade.","Microempreendedores individuais (MEI), responsáveis por microempresas (ME) e empresas de pequeno porte (EPP), ou seja, o comando dos pequenos negócios (PN). Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Benefícios para a empresa que aplica SST: Por que aplicar SST na sua empresa? O que é necessário conhecer sobre SST?: O processo de adoecimento: saúde – trabalho – doença; Perigos x Riscos. Conhecer o risco para aplicar a gestão preventiva: A prevenção como melhor caminho.","11/01/22"
"265","Documentação de Acervo Museológico","Gestão Pública / Gestão da Informação e do Conhecimento",NULL,"Enap - Escola Nacional de Administração Pública","Instituto Brasileiro de Museus","40","60","Curso Aberto","Para um objeto, a entrada no museu é o setor de documentação. Ali ele receberá seu número de identificação e sua ficha de catalogação. É assim que ele passa de objeto a “bem cultural musealizado”, integrando o inventário da instituição. A documentação é um processo técnico primordial para todas as funções do museu e é feita a partir de diretrizes específicas. Reconhecendo sua importância para gestão do patrimônio cultural musealizado e sua obrigatoriedade legal, o Instituto Brasileiro de Museus oferece, por meio deste curso, subsídios para a compreensão desse processo técnico.","Profissionais que já atuam ou que queiram atuar em museus. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","1.Entrada do objeto: como um objeto se torna um bem cultural musealizado; o objeto dentro do museu; histórico, conceito e importância da documentação museológica; legislação museológica e código de ética; política de aquisições e descartes.& ;2.Organização – instrumentos de gestão: número de registro e marcação do objeto; livro-tombo e inventário; vocabulário controlado e Tesauros (Thesaurus); catalogação; controle de movimentação e localização.& ;3.Difusão das informações: pré-requisitos para um bom Sistema de Documentação Museológica; pesquisa e divulgação nos museus; sistema DONATO/SIMBA.","13/03/20"
"714","S2ID - M3 - Usuário Estadual - Solicitação de Recursos para Obras de Reconstrução","Políticas Públicas / Água e Saneamento / Gestão Pública / Infraestrutura","Foco nos resultados para os cidadãos","Enap - Escola Nacional de Administração Pública","Ministério da Integração e do Desenvolvimento Regional","40","60","Curso Aberto","O curso faz parte do Módulo 3 da Capacitação para utilização do Sistema Integrado de Informações sobre Desastres – S2ID. Nele, você vai aprender a utilizar o S2ID para realizar a solicitação de recursos para obras de reconstrução após a situação de emergência (SE) ou estado de calamidade pública (ECP) no seu estado ter sido reconhecida pelo Governo Federal.","Usuários do S2ID, especificamente da esfera estadual. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Introdução; Requisitos para Solicitação de Recursos para Obras de Reconstrução; Acompanhamento da Solicitação de Recursos para Reconstrução; Formalização da Contratação; Transferência de Recursos.","17/11/21"
"424","Análise e Melhoria de Processos","Estratégia e Planejamento / Gestão Pública","Foco nos resultados para os cidadãos","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","30","Curso Aberto","O curso Análise e Melhoria de Processos foi transposto da modalidade presencial para a autoinstrucional em 2021 pela Enap, com o intuito de oferecer aos participantes apresenta uma visão geral e abrangente da gestão da qualidade no serviço público, aprofundando um de seus aspectos, a análise e melhoria de processos.","Servidores públicos que queiram conhecer a análise e a melhoria de processos em sua área de trabalho. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Visão geral sobre análise e melhoria de processos. Fundamentos da Gestão por Processos. Gestão de Processos. Planejamento e ferramentas para Análise e Melhoria. Método de Análise e Solução de Problemas.","23/09/21"
"957","Gestão de Equipes Híbridas e Desafios para a Cultura Organizacional","Comunicação / Gestão de Pessoas / Liderança","Mentalidade digital / Trabalho em equipe / Comunicação","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","25","30","Curso Aberto","Você sabe quais habilidades precisa desenvolver para lidar com um mundo cada vez mais em transição? Neste curso, você reconhecerá os impactos dos novos desafios de um tempo pós pandemia da Covid. Você também conhecerá conceitos como mundo BANI, jornada híbrida, liderança positiva, presença autêntica e flow e compreenderá como aplicar esses conceitos e algumas ferramentas na nova cultura organizacional. Inscreva-se!","Gestores e agentes públicos e demais pessoas interessadas."," A Transição do Mundo do Trabalho A Cultura Organizacional como Diferencial Atrativo A Jornada da Liderança Híbrida O Bem-Estar de Times e Líderes.","04/08/23"
"518","Fundamentos da transformação digital: mapeamento e automação de processos","Gestão Pública / Gestão da Informação e do Conhecimento","Mentalidade digital","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","20","30","Curso Aberto","Este curso aborda em seu conteúdo os princípios da gestão de negócios e os fundamentos da gestão de processos com foco na melhoria de processos e na transformação digital. Além disso, você conhecerá como mapear processos aplicando a Business Process Model and Notation (BPMN) e quais são as ferramentas mais utilizadas para realizar o design da automação de processos. O curso atende ao Programa de Desenvolvimento de Capacidades para Transformação Digital no Poder Executivo federal. Quer saber mais? Inscreva-se.","Gestores, analistas em TI, analistas de processos, gerentes de projetos, gerentes de tecnologia, arquiteto de sistemas ou servidores públicos que atuam na área de gestão de processos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Os fundamentos da gestão de processos com foco na transformação digital Mapeamento de processos e design de automação.","07/06/21"
"122","MROSC: Planejamento e Transparência","Políticas Públicas / Regulação / Gestão Pública / Direito e Legislação",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","20","30","Curso Aberto","O curso apresenta os aspectos e dispositivos relacionados ao planejamento e à transparência, presentes na Lei n° 13.019/2014 e no Decreto n° 8.726/2016, com o objetivo de capacitar servidoras e servidores públicos das três esferas de governo, dos órgãos de fiscalização e controle (incluindo o controle social), bem como as instituições da sociedade civil, para a operar parcerias entre Estado e Organização da Sociedade Civil (OSC). O curso faz parte do Programa MROSC para parceiros públicos e privados.","Agentes públicos federais, municipais e estaduais que atuem na operacionalização da Lei nº 13.019, de 31 de julho de 2014, de tenham interesse nas relações entre instituições públicas e sociedade civil organizada, bem como pessoas que tenham atuação em instituições da sociedade civil. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," 1) Atuação em rede de OSC em políticas públicas. 2) Razões para realizar parceria com OSC. 3) Transição dos convênios e aplicação subsidiária da Lei. 4) Implementação federativa do MROSC. 5) Principais pontos dos decretos de regulamentação da Lei. 6) Outras formas de contratualização e exceções. 7) Acessibilidade no MROSC. 8) Procedimento de Manifestação de Interesse Social - PMIS. 9) Transparência. 10) Papel da Comissão de Seleção, de Monitoramento e Avaliação e do(a) Gestor(a) da Parceria. 11) Fundos Específicos, Conselhos de Direitos e de Políticas Públicas. ","07/05/19"
"1239","Trilho 3 - Interagir de forma produtiva Trilha - Comunicação","Comunicação",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","59","365","Curso Aberto","Para desenvolver a competência de comunicação, é essencial interagir de forma produtiva, o que inclui cultivar relações interpessoais saudáveis e respeitar a diversidade.","Desenvolvida com foco em servidoras e servidores públicos em geral. Trilha de aprendizagem aberta, gratuita e com certificado. Qualquer pessoa pode se inscrever.","Interagir de forma produtiva","23/10/24"
"202","Critérios do Certificado de Regularidade Previdenciária - CRP","Aposentadoria e Previdência / Gestão de Pessoas",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","60","60","Curso Aberto","O curso “Critérios do Certificado de Regularidade Previdenciária - CRP” foi produzido por meio da parceria entre a Escola de Administração Fazendária e a Secretaria de Previdência. Sua estrutura está configurada em 7 (sete) módulos que abordam de forma detalhada, a base legal, os critérios para a obtenção do CRP e medidas para a manutenção da sua regularidade.","Gestores, Técnicos e Conselheiros dos Regimes Próprios de Previdência Social - RPPS. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Certificado de Regularidade Previdenciária Critérios relacionados ao acompanhamento legal Caráter Contributivo Informações Contábeis do RPPS Investimentos Critérios relacionados ao Equilíbrio Financeiro e Atuarial Auditoria e Contencioso ","29/04/19"
"317","Ágil no Contexto do Serviço Público","Gestão Pública","Inovação e mudança","Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","15","30","Curso Aberto","O curso, de caráter introdutório, pretende mostrar a mentalidade Ágil no gerenciamento de projetos e nas execuções de ações públicas por meio da apresentação dos aspectos teóricos da mentalidade ágil e do movimento, bem como seus desafios e possibilidades, além de abordar a importância da adoção do Ágil na transformação digital no contexto do serviço público.","Agentes públicos que ocupam cargo de gestão. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Considerações iniciais sobre o movimento Ágil Desafios e possibilidades do movimento Ágil Considerações finais do movimento Ágil","07/07/20"
"948","Modelo Lógico aplicado ao PPA 2024-2027","Políticas Públicas / Estratégia e Planejamento / Gestão Pública / Direito e Legislação / Orçamento e Finanças","Foco nos resultados para os cidadãos / Trabalho em equipe / Visão sistêmica / Ética e Integridade pública","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","40","60","Curso Aberto","Neste curso você conhecerá o processo de elaboração de programas que utiliza como referência o modelo lógico aplicado ao PPA federal 2024-2027 e considera as dimensões estratégica, tática e operacional do planejamento. Este curso integra o conjunto de atividades preparatórias para a elaboração de um plano plurianual conforme o modelo supracitado.","Este curso é destinado a técnicos dos órgãos de planejamento e de entidades e secretarias finalísticas dos Governos Federal, Estadual e Municipal. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," A importância do modelo lógico como técnica de planejamento O Plano Plurianual como instrumento de planejamento e orçamento e Plano Central do Governo Pilares metodológicos, metodologia e estrutura do PPA 2024-2027 do governo federal A construção de programas no PPA tomando como referência o modelo lógico.","16/08/23"
"868","Plano Diretor de Logística Sustentável: metodologia de construção, implementação e monitoramento","Água e Saneamento / Logística e Compras Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Tribunal de Contas da União","40","60","Curso Aberto","Neste curso você irá conhecer o processo de elaboração, implementação e monitoramento do Plano Diretor de Logística Sustentável, e compreenderá como se dá o estabelecimento dos padrões de desempenho e a aplicação dos indicadores ali previstos, de acordo com a legislação vigente e os normativos de sustentabilidade adotados pelo Tribunal de Contas da União. Atualizado conforme NLCC (lei 14.133).","Servidores públicos de qualquer esfera e Poder, bem como cidadãos em geral. Curso aberto, gratuito, e com certificado. Qualquer pessoa pode se inscrever."," Sustentabilidade: percurso conceitual e normativo Plano Diretor de Logística Sustentável Metodologia de elaboração do PLS Implantação e Monitoramento do PLS","01/09/22"
"504","Gestão de Políticas Públicas para Pequenos Negócios","Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","40","60","Curso Aberto","O curso busca formular, desenvolver ou avaliar políticas públicas destinadas aos pequenos negócios em seu espaço de atuação, apresentando os principais elementos que compõe a dinâmica desses empreendimentos, permitindo visualizar as dimensões relacionadas ao aprimoramento desses negócios, além dos possíveis resultados obtidos ao apoiá-los.","Gestoras e gestores que tenham como atividade formular, desenvolver ou avaliar políticas públicas destinadas aos pequenos negócios em seu espaço de atuação. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Pequenos negócios: conceitos e contexto. Ambiente, competitividade, território e suas relações com os pequenos negócios. Plano de desenvolvimento econômico. Atendimento ao empresário, às associações e cooperativas: etapas e procedimentos.","14/04/21"
"1031","Assembleias Cidadãs: inovação democrática na prática","Transparência, Controle e Participação","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Câmara Municipal de São Paulo","30","30","Curso Aberto","Neste curso você conhecerá o formato de participação social chamado ""Assembleias Cidadãs"". Serão apresentadas as experiências dessa metodologia no Brasil para encorajar lideranças públicas a incorporá-la entre as possibilidades de democracia deliberativa. Serão apresentados os principais conceitos, estágios e ferramentas utilizados em uma Assembleia Cidadã, seu planejamento, execução e avaliação de impacto.","Vereadores, assessores parlamentares, secretários e outros funcionários do Legislativo, gestores de organizações sociais, facilitadores de processos participativos. Servidores públicos de qualquer esfera e poder. Curso aberto, qualquer interessado pode se inscrever."," O que são e como funcionam as Assembleias Cidadãs Planejando uma Assembleia Cidadã Realizando a Assembleia Cidadã Resultados e Aprendizados da Assembleia Cidadã.","19/12/23"
"436","Estratégias de Metodologias Ativas","Educação e Docência / Gestão de Pessoas / Liderança","Inovação e mudança / Engajamento de pessoas e equipes","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","30","30","Curso Aberto","Este curso apresenta apresenta os diferentes métodos e estratégias para a aplicação de metodologias ativas no ensino presencial e online. São abordados conteúdos relacionados ao processo de aprendizagem centrado no aluno, destacando as abordagens, modelos, teorias e os princípios pedagógicos. A partir dos conteúdo trabalhado e das experiências compartilhadas, busca-se colaborar com a formação dos profissionais da educação e estimular práticas que compactuam com uma educação transformadora. Faça sua inscrição!","Agentes educadores que atuam em instituições de ensino em geral. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Metodologias ativas: conceitos e princípios. Metodologias ativas para uma educação transformadora. A aprendizagem em ambientes ativos. A aprendizagem ativa com tecnologias digitais","06/06/22"
"97","Impactos da Mudança do Clima para a Gestão Municipal","Meio Ambiente / Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Banco Interamericano de Desenvolvimento","20","30","Curso Aberto","Nesse curso, você poderá aprender os conceitos básicos sobre o tema Mudança do Clima. O curso aborda as principais causas das mudanças climáticas e os principais aspectos das abordagens de mitigação e adaptação.","Pessoas que atuam junto aos governos estaduais e locais e tenham interesse nos impactos das mudanças climáticas para a gestão municipal. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","1 Mudanças do clima 1.1 Efeito Estufa1.2 Conferências e Convenções sobre o Clima1.3 Adicionalidade, Leakage e Permanência1.4 Plano Nacional de Adaptação1.5 Relatórios de avaliação 2 Mitigação 2.1 Objetivos da mitigação2.2 Mecanismo de Desenvolvimento Limpo (MDL)2.3 Ações, Programas e Planos Setoriais de Mitigação2.4 Contribuições Nacionalmente Determinadas 3 Adaptação 3.1 Objetivos e tipos de adaptação3.2 Vulnerabilidades3.3 Plano Nacional de Adaptação à Mudança do Clima (PNA)3.4 Exemplos de Ações de Adaptação3.5 Interação entre Adaptação e Mitigação","08/03/16"
"870","Conhecendo o PROARTE","Infraestrutura",NULL,"Enap - Escola Nacional de Administração Pública","Departamento Nacional de Infraestrutura de Transportes","30","30","Curso Aberto","Este curso abordará as bases do Programa de Manutenção e Reabilitação de Estruturas (PROARTE) e os critérios de priorização utilizados para a seleção das estruturas que passarão por intervenções por meio do programa. O PROARTE consiste em um conjunto de atividades para a realização da manutenção e reabilitação das estruturas sob administração do Departamento Nacional de Infraestrutura de Transportes (DNIT). Quer saber mais? Inscreva-se!","Profissionais dos órgãos e entidades da administração pública federal que atuam na área de infraestrutura de transportes. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Introdução - Sistemas de gerenciamento de estruturas PROARTE - Bases do programa PROARTE - Priorização para as intervenções Plano de trabalho para manutenção","30/08/22"
"1177","Inteligencia artificial generativa - ESPAÑOL","Governo e Transformação Digital",NULL,"Enap - Escola Nacional de Administração Pública","Microsoft","2","10","Curso Aberto","La inteligencia artificial generativa, a diferencia de otras ramas de IA que se enfocan en clasificar o identificar información, se dedica a la creación de contenidos nuevos, como texto o imágenes. Cada subcategoría de IA tiene su propia funcionalidad, como en vehículos autónomos, previsiones meteorológicas o asistentes virtuales, como chatbots. ¿Te interesa? ¡Suscríbete!","Servidores públicos y todos los ciudadanos interesados ​​en el tema. Curso abierto, gratuito y certificado, cualquiera puede inscribirse.","- Lección 1: ¿Qué es la Inteligencia Artificial Generativa?- Lección 2: Diferencia entre IA e IA generativa- Lección 3: Generación del lenguaje natural- Lección 4: Conversión de textos a imágenes mediante IA generativa- Lección 5: IA y el futuro del mercado laboral","13/08/24"
"949","Contratação e Fiscalização de Obras Públicas","Logística e Compras Públicas","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Tribunal de Contas do Estado do Rio de Janeiro","30","30","Curso Aberto","Neste curso, você irá identificar e executar as diferentes etapas e procedimentos de contratação de uma obra pública e irá reconhecer as exigências de sua execução contratual para verificar eventuais irregularidades nos seus diferentes processos e suas possíveis sanções.","Servidores públicos de qualquer esfera e Poder, em especial, os atuantes nas áreas de planejamento, licitação, contratação e fiscalização de obras e serviços de engenharia. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Planejamento da Contratação.   Execução Contratual e Utilização do Objeto. Principais Irregularidades e Possíveis Sanções.","06/06/23"
"418","Ambientes Digitais de Aprendizagem","Educação e Docência",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","30","30","Curso Aberto","Este curso é uma ótima oportunidade para você compreender as principais características, funcionalidades e limitações existentes nos ambientes digitais de aprendizagem - AVA, contribuindo para a tomada de decisão tanto para a escolha do AVA mais adequado quanto para escolhas de desenho instrucional.","Servidores públicos que atuam na concepção, no desenvolvimento, na execução e na avaliação de soluções de capacitação para desenvolvimento de competências. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Conhecendo os ambientes virtuais de aprendizagem Três características da cybercultura e os ambientes virtuais de aprendizagem Tecnologia assistiva e os ambientes digitais de aprendizagem","02/06/21"
