"id_curso","nome_curso","eixos_tematicos","competencias","certificador","conteudista","carga_horaria","disponibilidade_dias","tipo_oferta","apresentacao","publico_alvo","conteudo_programatico"
"247","Portal Gov.Br","Ética e Cidadania / Excelência na Entrega de Serviços / Comunicação / Governo e Transformação Digital",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","15","20","Curso Aberto","O curso Portal Gov.Br apresenta o processo de migração dos sites governamentais federais para o gov.br, abordando a base legal, a plataforma tecnológica disponibilizada e os critérios básicos para produção e publicação de conteúdos.","Assessores de comunicação social e profissionais de tecnologia da informação. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1 - Processo de MigraçãoMódulo 2 - Publicação de ConteúdoMódulo 3 - Site Institucional"
"642","Termo de Compromisso: Atos Preparatórios","Gestão Pública / Direito e Legislação",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","14","20","Curso Aberto","Você sabia que a caracterização dos usuários na Plataforma +Brasil se divide em atores centrais do processo de transferências de recursos? Temos o repassador e o recebedor. E são eles os responsáveis por alimentar o sistema com informações e realizar a gestão dos recursos transferidos entre a União e os estados, Distrito Federal e municípios. Bom, neste curso, esperamos que você consiga operar a gestão de recursos na Plataforma +Brasil com excelência. Quer saber como? Se inscreva e fique por dentro de todos os detalhes!","Repassadores e recebedores de transferências da União. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Cadastro do Programa na Plataforma +Brasil;Módulo 2: Cadastro dos dados da Proposta na Plataforma +Brasil;Módulo 3: Cadastro do Plano de Trabalho na Plataforma +Brasil;Módulo 4: Cadastro do Termo de Referência, Noções de Projeto Básico e Envio da Proposta para Análise do Concedente/Repassador na Plataforma +Brasil;Módulo 5: Análise da proposta e do plano de trabalho pelo repassador;Módulo 6: Formalização e celebração do Instrumento."
"510","Introdução à Promoção de Negócios Internacionais","Água e Saneamento / Gestão Pública / Economia",NULL,"Enap - Escola Nacional de Administração Pública","Agência Brasileira de Promoção de Exportações e Investimentos","40","30","Curso Aberto","O curso foi desenvolvido pela Agência Brasileira de Promoção de Exportações e Investimentos – Apex-Brasil com o objetivo de preparar os servidores da administração pública que desejam atuar em setores ligados a assuntos internacionais para contribuírem na promoção de exportações, na internacionalização de empresas brasileiras e na atração de investimentos estrangeiros.","Servidores públicos de qualquer esfera e Poder, que trabalham ou desejam atuar em setores voltados a assuntos internacionais e economia. Aberto ao público em geral. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Panorama geral de atração de investimentos estrangeiros;Módulo 2: Como ajudar a vencer os desafios da Exportação;Módulo 3: Apoio para internacionalização de Empresas;Módulo 4: Transformação digital nos negócios internacionais."
"528","Design Sprint em Projetos de Transformação Digital","Governo e Transformação Digital / Inovação","Resolução de problemas com base em dados","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","25","25","Curso Aberto","Você gostaria de conhecer as abordagens utilizadas em organizações conhecidas por promover a inovação, como a Google? Neste curso você conhecerá o Design Sprint, um método desenvolvido por Jake Knapp em parceria com as empresas Google. Esse método propõe a resolução de problemas por meio do design, da prototipagem de ideias e do teste com usuários. Tudo isso com o emprego de um método ágil de apenas cinco dias!","Servidores Públicos do SISP. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Módulo 1: Introdução ao Design Sprint – Conceito, proposta geral e principais características; Módulo 2: Etapas do Design Sprint – As fases e suas respectivas ferramentas; Módulo 3: Pilares do Design Sprint – O “problema certo” e a aplicação eficaz do método; Módulo 4: Caso de Design Sprint na administração pública."
"500","Governo Aberto: Transparência e Dados Abertos","Transparência, Controle e Participação / Gestão Pública / Governo e Transformação Digital","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Secretaria Especial de Assuntos Federativos","10","10","Curso Aberto","Em 2011, o Brasil lançou, em conjunto com outros países e organizações da sociedade civil, a iniciativa multilateral internacional chamada Open Government Partnership (OGP), que significa Parceria para Governo Aberto. Você já conhece o conceito de governo aberto e as medidas que estão sendo implementadas para conferir transparência na gestão pública? Que tal conhecer essa iniciativa e refletir sobre como ela pode contribuir para uma gestão pública mais transparente? Faça sua inscrição neste curso.","Agentes públicos e cidadãos interessados no assunto. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1 — O que é governo aberto;Módulo 2 — Os princípios de governo aberto;Módulo 3 — Implementando medidas de governo aberto."
"894","Regulação de Sistemas de Saúde do SUS","Regulação / Saúde","Autoconhecimento e desenvolvimento pessoal","Enap - Escola Nacional de Administração Pública","Ministério da Saúde","30","30","Curso Aberto","Este é o curso 1 de uma série na qual você conhecerá os principais tópicos da política nacional de regulação da saúde e os aspectos importantes da gestão do Sistema Único de Saúde - SUS. Além disso, compreenderá o princípio de regionalização aplicado à saúde e o papel das redes de atenção no SUS. Quer conhecer mais sobre esse assunto? Inscreva-se","O curso destina-se aos servidores públicos, gestores e profissionais de saúde e, para interessados em conhecer o tema.","Módulo 1: Política Nacional de Regulação do SUS;Módulo 2: Gestão do SUS: Planejamento, Programação e Financiamento da Saúde;Módulo 3: Regionalização da Saúde;Módulo 4: Redes de Atenção à Saúde;Módulo 5: Sistematização - O Município de Recaminho."
"1029","Instrumentos de Desenvolvimento Urbano Sustentável - Prática nas cidades brasileiras","Políticas Públicas / Gestão Pública","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Ministério das Cidades","25","30","Curso Aberto","Deseja conhecer experiências práticas de desenvolvimento urbano sustentável das cinco regiões do país? Neste curso, você terá contato com experiências regionais interessantes e conhecerá os fatores de sucesso e os desafios na implementação delas. Além disso, conhecerá alternativas para promover o desenvolvimento urbano sustentável e poderá refletir como cada prática pode contribuir para a sua localidade. Faça sua inscrição!","Agentes públicos de qualquer esfera de governo, pesquisadoras e pesquisadores e pessoas interessadas na temática","Módulo 1 - Região Norte: A experiência do programe social e ambiental dos igarapés de Manaus (PROSAMIN)Módulo 2 - Região Nordeste: A atuação da Secretaria de Planejamento Urbano (2017 - 2020) no município de Conde, ParaíbaMódulo 3 - Região Centro-Oeste: Caracterização dos territórios urbanos e das necessidades habitacionais em Mato GrossoMódulo 4 - Região Sudeste: A atuação da Defensoria Pública de São Paulo na defesa do bem-estar e da qualidade socioambiental em territóriso vulneráveisMódulo 5 - Região Sul: Plano de gestão do patrimônio tombado no município de Antonina, Paraná"
"760","Reconhecimento de Riscos Químicos nos Ambientes de Trabalho","Políticas Públicas","Orientação por valores éticos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","FUNDACENTRO - Fundação Jorge Duprat Figueiredo de Segurança e Medicina do Trabalho ","14","19","Curso Aberto","Neste curso, você irá conhecer os conceitos de química básica e compreender a importância da aplicação de características físico-químicas no reconhecimento e na gestão de riscos químicos, considerando os diversos níveis de complexidades das atividades desenvolvidas nos ambientes de trabalho.","Profissionais da área da saúde e da segurança do trabalho e demais interessados. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Princípios básicos de perigo e risco: a importância do cenário de exposição;Módulo 2: Aplicação de características físico-químicas no reconhecimento de riscos;Módulo 3: Aplicação de características físico-químicas em líquidos orgânicos e derivados de petróleo;Módulo 4: Conceitos de química básica aplicada no reconhecimento de riscos químicos;Módulo 5: Como é feito o manuseio e a toxicidade;Módulo 6: Cenários de exposição e características do agente;Módulo 7: Sistemas GHS."
"903","Educação Financeira e Cooperativismo","Ética e Cidadania","Foco nos resultados para os cidadãos / Geração de valor para os usuários / Autoconhecimento e desenvolvimento pessoal","Enap - Escola Nacional de Administração Pública","Banco Central do Brasil","4","10","Curso Aberto","Neste curso, você irá compreender o conceito de educação financeira, o seu potencial na gestão das cooperativas de crédito e os benefícios de sua implementação, de forma transversal e em todos os níveis sistêmicos.","Administradores estatutários e dos demais níveis gerenciais das cooperativas singulares, cooperativa central, confederações e institutos/fundações, bem como demais interessados no tema.","Módulo 1: O que é Educação Financeira?;Módulo 2: Por que a Educação Financeira é relevante?;Módulo 3: Educação Financeira no brasil;Módulo 4: Atuação do Banco Central do Brasil em Educação Financeira;Módulo 5: O papel das Cooperativas na Educação Financeira;Módulo 6: Governança da Educação Financeira nas Cooperativas SingularesMódulo 7: O papel dos Institutos, Fundações e Confederações no Desenvolvimento da Educação Financeira."
"650","Convênio de Educação, Ciência, Tecnologia e Inovação: Prestação de Contas","Transferências voluntárias / Políticas Públicas","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Secretaria de Gestão e Inovação (SEGES/MGI)","15","20","Curso Aberto","Vai receber ou repassar recursos financeiros em parcerias com ECTI mas não sabe quais os procedimentos para prestar contas? Então este curso foi feito para você! Aprenda como proceder nos casos de financiamento, transferências e prestação de contas, por meio de passo a passos simples e diretos.","Agentes públicos, empresários, autônomos e profissionais de eventos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Preparação para a Prestação de Contas;Módulo 2: Registro da Prestação de Contas pelo Convenente/Recebedor;Módulo 3: Análise da Prestação de Contas pelo Concedente/Repassador."
"518","Fundamentos da transformação digital: mapeamento e automação de processos","Gestão Pública / Gestão da Informação e do Conhecimento","Mentalidade digital","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","20","20","Curso Aberto","Este curso aborda em seu conteúdo os princípios da gestão de negócios e os fundamentos da gestão de processos com foco na melhoria de processos e na transformação digital. Além disso, você conhecerá como mapear processos aplicando a Business Process Model and Notation (BPMN) e quais são as ferramentas mais utilizadas para realizar o design da automação de processos. O curso atende ao Programa de Desenvolvimento de Capacidades para Transformação Digital no Poder Executivo federal. Quer saber mais? Inscreva-se.","Gestores, analistas em TI, analistas de processos, gerentes de projetos, gerentes de tecnologia, arquiteto de sistemas ou servidores públicos que atuam na área de gestão de processos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Os fundamentos da gestão de processos com foco na transformação digital;Módulo 2: Mapeamento de processos e design de automação."
"857","Gestão e preservação de documentos digitais","Gestão da Informação e do Conhecimento",NULL,"Enap - Escola Nacional de Administração Pública","Arquivo Nacional","26","30","Curso Aberto","Neste curso você aprenderá a identificar e distinguir a autenticação e autenticidade de documentos de arquivos digitais e também a controlar o seu ciclo de vida, de forma a compreender os principais conceitos inerentes ao processo de gestão e as estratégias de preservação de documentos arquivísticos digitais, e os aspectos gerais sobre o Repositório Digital Arquivístico Confiável (RDC-ARQ) e as suas normas de certificação.","Servidores do Poder Executivo federal, cujos órgãos ou entidades sejam integrantes do Sistema de Gestão de Documentos e Arquivos (SIGA); servidores públicos do Sistema Nacional de Arquivos (SINAR). Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Gestão de Documentos DigitaisMódulo 2: Preservação de Documentos Digitais e RDC-ARQMódulo de Encerramento"
"300","Gestão de Riscos em Processos de Trabalho (segundo o Coso)","Transparência, Controle e Participação / Gestão Pública / Governo e Transformação Digital","Gestão de crises","Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","20","20","Curso Aberto","No contexto governamental, os riscos podem ter impactos de grande escala. A capacidade de antevê-los, de identificá-los, de analisá-los e de elaborar um planejamento de respostas contundente, depende significativamente da percepção das pessoas, que precisam desenvolver um olhar aguçado sobre o contexto ou realidade em que se inserem. Pensando nisso, o curso tem como objetivo capacitar pessoas para aplicar as noções de gestão de riscos no contexto do setor público. Atenção, este curso é o novo nome do antigo ""Gestão de Riscos no Setor Público"".","Agentes públicos federais que participam do processo de decisão administrativa acerca do ato público de liberação de atividade econômica. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," 1 Estruturas de Gerenciamento e Bases Normativas 1.1 Gestão de Riscos 1.2 Declarações de posicionamento 1.3 Normas e regulamentações relacionadas 2 Estrutura do COSO ERM 2.1 Ambiente de controle 2.2 Fixação de objetivos 2.3 Identificação de eventos 2.4 Avaliação de riscos 2.5 Resposta aos riscos 2.6 Atividades de controle 2.7 Informação e comunicação 2.8 Monitoramento 3 Ciclo de gerenciamento de riscos corporativos 3.1 Metodologia de gerenciamento de riscos do MP 3.2 Etapas do gerenciamento de riscos"
"924","Inclusão de gênero na ponta da língua","Ética e Cidadania / Desenvolvimento Pessoal / Comunicação","Foco nos resultados para os cidadãos / Comunicação estratégica","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","8","10","Curso Aberto","A língua, muitas vezes, é um componente social que contribui fortemente com a violência simbólica e o preconceito de gênero. Neste curso, você compreenderá os principais pontos para evitar o uso sexista da língua e para utilizá-la da maneira mais inclusiva possível. Nessa experiência, você conhecerá orientações objetivas de uso inclusivo da língua para aplicar no seu dia a dia. Inscreva-se já.","Servidoras e servidores, preferencialmente da esfera federal, e cidadãs e cidadãos com interesse no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1 – Para início de conversa.Módulo 2 – Mitos e resistências em relação ao uso inclusivo da língua.Módulo 3 – Fazendo a Diferença."
"825","Gestão, Operação e Manutenção de Perímetros Irrigados","Regulação / Água e Saneamento",NULL,"Enap - Escola Nacional de Administração Pública","ANA - Agência Nacional de Águas e Saneamento Básico","4","10","Curso Aberto","Neste curso, você compreenderá como ocorre a gestão de projetos públicos de irrigação no Brasil e conhecerá quais são os marcos históricos e legais ligados aos perímetros irrigados. Além disso, serão apresentados os indicadores de avaliação de eficiência, os direitos e obrigações dos irrigantes e os aspectos de operacionalização e de manutenção dos perímetros irrigados. Faça sua inscrição para saber mais.","Agentes públicos que lidam com o tema e interessados em conhecer o assunto.","Módulo 1: Perímetros Irrigados: Conceito Histórico e Lei nº 12.787/2013;Módulo 2: Conhecendo os Indicadores de Desempenho, Direitos e Obrigações dos Irrigantes;Módulo 3: Estruturas de um Perímetro Irrigado;Módulo 4: Manutenção de um Perímetro Irrigado;"
"431","Elaboração de Editais para Aquisições no Setor Público","Transparência, Controle e Participação / Água e Saneamento",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","25","30","Curso Aberto","Você conhece os fundamentos legais e técnicos que regem a elaboração de editais e termos de contrato? Este curso busca distinguir e reconhecer os diversos aspectos relativos às diferenças de regimes jurídicos existentes na norma e suas implicações práticas na elaboração do edital. Se inscreva e venha conhecer os procedimentos e os aspectos mais importantes relacionados a tais instrumentos.","Agentes públicos que atuam nas fases preparatórias dos processos de contratação pública. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1 Aspectos gerais sobre contratação pública;Módulo 2: Conteúdo do instrumento convocatório: aspectos introdutórios;Módulo 3: Conteúdo do instrumento convocatório: o julgamento da proposta;Módulo 4: Conteúdo do instrumento convocatório – parte final;Módulo 5: Contratos."
"644","Termo de Compromisso: Prestação de Contas","Água e Saneamento / Gestão Pública / Orçamento e Finanças","Foco nos resultados para os cidadãos","Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","6","10","Curso Aberto","Um instrumento passa por etapas como: abertura, cadastramento, plano de trabalho, celebração, execução, e por fim, a prestação de contas. Entender a etapa final do ciclo de vida de um instrumento na Plataforma +Brasil é fundamental! Aqui você vai aprender tanto a preparação para a prestação de contas como o seu registro (seja o caso do recebedor) e a sua análise (seja o caso do repassador). Este curso vai lhe proporcionar dicas valiosas para que você possa realizar as prestações de contas com tranquilidade e segurança.","Repassadores e recebedores de transferências da União. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Preparação para Prestação de Contas;Módulo 2: Registro da Prestação de Contas pelo Recebedor;Módulo 3: Análise da Prestação de Contas pelo Repassador."
"920","Escuta qualificada para vulneráveis ao tráfico de pessoas","Direito e Legislação / Políticas Sociais","Orientação por valores éticos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","OIM - Organização Internacional para as Migrações","15","20","Curso Aberto","Neste curso, você irá compreender a importância da escuta qualificada e das medidas de proteção no acolhimento de vítimas do tráfico de pessoas, para colaborar no processo de recuperação e cura da vítima, bem como na restituição do seu sentido de autonomia e cidadania. Conhecer os protocolos e parâmetros mínimos para a escuta qualificada é um passo fundamental para colaborar com a efetivação da Política Nacional de Enfrentamento ao Tráfico de Pessoas. Participe!","Agentes de aplicação da lei, autoridades governamentais e sociedade civil. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Escuta qualificadaMódulo 2: Etapas da escuta qualificadaMódulo 3: Vulnerabilidades das vítimas de tráfico de pessoas"
"415","Gestão de Projetos Educacionais","Educação e Docência","Gestão para resultados","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","30","30","Curso Aberto","Diante da crescente demanda das organizações públicas por engenharias didáticas inovadoras e fluidas, este curso apresenta conceitos sobre o planejamento e a gestão de projetos educacionais corporativos com uso de metodologias ágeis e colaborativas. Para isso compreenda os elementos básicos dos projetos e uma possível estruturação a partir da sua relação com o design instrucional, entre outros.","Servidores públicos, graduados em qualquer área de atuação, com atuação na concepção, desenvolvimento, execução e avaliação de soluções de capacitação para desenvolvimento de competências. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Planejamento e gestão de projetos educacionais;Módulo 2: Desenvolvimento e aplicação de projetos;Módulo 3: Metodologias de gestão de projetos aplicadas à educação."
"472","Mercado de Câmbio aplicado à Receita Federal","Economia","Resolução de problemas com base em dados / Gestão para resultados","Enap - Escola Nacional de Administração Pública","Receita Federal do Brasil","25","30","Curso Exclusivo","Os mercados brasileiro e mundial passam por transformações muito rápidas, haja vista que o processo de globalização levou as empresas a explorar novos cenários e a realizar experiências além de suas fronteiras continentais. Nesse sentido, este curso apresenta os conceitos a respeito do mercado de câmbio, para que seja possível compreender como fatores do comércio internacional impactam no contexto nacional e quais são os aspectos operacionais, formas de pagamento e financiamento desse mercado.","Servidores da Receita Federal do Brasil que atuam na área de Fiscalização Aduaneira. Exclusivo para servidores da Receita Federal do Brasil. Para o usuário ter acesso ao curso é necessário que tenha o cadastro na EV.G com seu e-mail institucional (@rfb.gov.br ou @receita.fazenda.gov.br ou @receita.economia.gov.br).","Módulo 1 – Introdução ao Mercado de CâmbioMódulo 2 – Impacto dos aspectos econômicos no Mercado de CâmbioMódulo 3 – Mercado de CâmbioMódulo 4 – Aspectos operacionais do Mercado de CâmbioMódulo 5 – Modalidades de pagamento e formas de financiamento no Mercado de Câmbio"
"833","Relatório de Segurança de Barragens: o que é e para que serve","Regulação / Água e Saneamento",NULL,"Enap - Escola Nacional de Administração Pública","ANA - Agência Nacional de Águas e Saneamento Básico","30","30","Curso Aberto","Neste curso você verá como as barragens funcionam e são construídas, classificadas e avaliadas e compreenderá como diferenciar seus principais componentes e os problemas mais comuns que ocorrem. Além disso, conhecerá os elementos fundamentais ligados a Política de Segurança em Barragens (PSB) e ao Sistema Nacional de Informações sobre Segurança de Barragens (SNISB).","Agentes públicos interessados no tema e servidores públicos de qualquer esfera e poder, bem como cidadãos em geral. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: As Barragens e seus Usos;Módulo 2: Segurança de Barragens;Módulo 3: Gestão de Barragens;Módulo 4: RBS: Considerações Finais."
"724","Gestão de Riscos em Projetos de Transformação Digital","Estratégia e Planejamento","Mentalidade digital","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","10","10","Curso Aberto","Os projetos de transformação digital, sobretudo no setor público, ao promoverem inovação também carregam consigo muitos riscos, positivos e negativos. Este curso busca lhe oferecer o conhecimento necessário para gerir adequadamente esses riscos, oferecendo a eles respostas rápidas e eficazes, o que, ao final, possibilitará que você e sua equipe entreguem melhores produtos e serviços.","Agentes públicos, servidores dos órgãos e entidades da Administração Pública Federal. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Módulo 1: Introdução à Gestão de Riscos em Projetos de Transformação Digital; Módulo 2: Fases do Ciclo de Gestão de Riscos em Projetos de Transformação Digital; Módulo 3: Caso de uso da Gestão de Riscos em Projetos de Transformação Digital."
"495","Infraestrutura Econômica e Urbana","Políticas Públicas / Água e Saneamento",NULL,"Enap - Escola Nacional de Administração Pública","Secretaria Especial de Assuntos Federativos","8","30","Curso Aberto","Este curso é uma ótima oportunidade para gestores municipais, pois ele pretende oferecer auxílio no planejamento, na gestão e na governança de políticas e serviços de habitação e mobilidade urbana.","Gestores municipais. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1 - Habitação e gestão urbana: por onde começar?Módulo 2 - Arrumando a casa: antes de contratar, conheça suas necessidades habitacionais.Módulo 3 - Janelas de oportunidades: caminhos para alcançar recursos.Módulo 4 - Mobilidade urbana: por onde começar?Módulo 5 - Atalhos do planejamento para obter recursos."
"463","Comunicação não violenta","Desenvolvimento Pessoal / Comunicação / Gestão de Pessoas / Gestão Pública / Liderança","Foco nos resultados para os cidadãos / Comunicação estratégica","Enap - Escola Nacional de Administração Pública","Receita Federal do Brasil","20","20","Curso Aberto","O que você entende por Comunicação Não Violenta (CNV)? Quer conhecer sobre este assunto? Este curso apresenta os principais conceitos e pilares para a realização de uma comunicação mais assertiva e empática. Há dicas importantes para o aperfeiçoamento pessoal que você não pode deixar de conhecer. Faça sua inscrição e saiba mais!","Agentes públicos que atuam na concepção, no desenvolvimento, na execução e na avaliação de soluções de capacitação para desenvolvimento de competências. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Introdução;Módulo 2: Observar;Módulo 3: Sentir;Módulo 4: Reconhecer;Módulo 5: Pedir;Módulo 6: Na prática"
"287","Boas Práticas de Manipulação em Serviços de Alimentação","Políticas Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Anvisa","12","20","Curso Aberto","O curso Boas Práticas de Manipulação em Serviços de Alimentação foi desenvolvido pela Enap, em parceria com Agência Nacional de Vigilância Sanitária e Universidade Federal de Santa Catarina, com o objetivo de capacitar, apoiar e auxiliar os manipuladores de alimentos a aperfeiçoarem o controle sobre requisitos na manipulação dos alimentos, reduzindo assim o risco de doenças associadas ao consumo de alimentos.","Funcionários de estabelecimentos que manipulam, preparam, armazenam ou expõem à venda alimentos preparados, tais como: restaurantes, cantinas, bares e lanchonetes. Os responsáveis desses estabelecimentos podem usar o curso para capacitação de seus funcionários. Donas de casa, empregados domésticos, cuidadores também podem melhorar suas práticas domésticas de preparo e armazenamento de alimentos realizando o curso. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Entendendo a contaminação dos alimentosAmbiente de Manipulação e Cuidados com ÁguaManuseio do Lixo e Controle de Vetores e PragasHigienizaçãoManipuladores e VisitantesEtapas da Manipulação dos AlimentosDocumentação e Função do Responsável pelo ServiçoRevisão do conteúdo"
"280","Controle Exercido por Conselhos de Assistência Social","Ética e Cidadania / Transparência, Controle e Participação",NULL,"Tribunal de Contas da União","Tribunal de Contas da União","30","30","Curso Aberto","Este curso destina-se a membros dos Conselhos Municipais de Assistência Social, gestores públicos e cidadãos, visando capacita-los para exercer o controle da gestão do Fundo Municipal de Assistência Social, apreciar o Relatório Anual de Gestão e fiscalizar a aplicação dos recursos públicos.","Membros dos Conselhos Municipais de Assistência Social, gestores públicos e cidadãos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Assistência Social no Brasil: Políticas, Recursos e ControleConselho Municipal de Assistência Social - CMASInstância de Controle Social do Programa Bolsa Família"
"497","Gestão Municipal de Contratos Administrativos","Água e Saneamento / Estratégia e Planejamento / Gestão Pública / Direito e Legislação","Foco nos resultados para os cidadãos","Enap - Escola Nacional de Administração Pública","Secretaria Especial de Assuntos Federativos","10","10","Curso Aberto","Neste curso você vai conhecer os tipos, as características, as principais cláusulas e os princípios que orientam a gestão dos contratos administrativos municipais. Além disso, o curso apresenta os agentes envolvidos na gestão e fiscalização desses contratos e suas responsabilidades. Faça sua inscrição!","Agentes públicos que atuam ou tenham interesse em atuar no processo de execução e gestão de contratos administrativos municipais. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Contratos Administrativos.Módulo 2: Fiscais e Responsabilidades."
"345","Monitoramento da biodiversidade: gestão, análise e síntese dos dados","Meio Ambiente / Água e Saneamento / Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade","49","40","Curso Aberto","O monitoramento da biodiversidade é fundamental para avaliar as ações de conservação dos ecossistemas e criar estratégias para reduzir o impacto de mudanças climáticas e demais fatores externos. Neste curso, aprenda as noções básicas sobre gestão, análise e síntese de dados no âmbito do Programa Nacional de Monitoramento da Biodiversidade. É recomendável que os participantes tenham noções de estatística básica.","Servidores, monitores, colaboradores e parceiros do Programa Monitora. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1 – A gestão de dados no âmbito do Programa MonitoraMódulo 2 – Curadoria e validação de dados no âmbito do Programa MonitoraMódulo 3 – Noções de estatística no âmbito do Programa Monitora IMódulo 4 – Noções de estatística no âmbito do Programa Monitora IIMódulo 5 – Noções de estatística no âmbito do Programa Monitora IIIMódulo 6 – Noções sobre modelagem ecológica no âmbito do Programa MonitoraMódulo 7 – Noções de comunicação dos resultados no âmbito do Programa Monitora"
"1009","Educación Museística: Marco Teórico, Conceptos e Investigación","Educação e Docência / Gestão da Informação e do Conhecimento","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","IBRAM - Instituto Brasileiro de Museus","25","29","Curso Aberto","En este curso conocerás conceptos y referentes teóricos y metodológicos para desarrollar actividades de educación museística y comprenderás la investigación como recurso para cualificar la práctica educativa y formar educadores. ¡Inscríbete ahora para saber más!","Servidores públicos y otras personas interesadas en el tema.","Módulo 1 – Educación Museística - Teoría y ConceptosMódulo 2 – Investigación en educación museística: desarrollo y posibilidades"
"674","Eventos Virtuais: da Gestão à Execução","Comunicação / Governo e Transformação Digital",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","20","Curso Aberto","Quer se destacar no mundo digital e tornar sua empresa reconhecida? Então chegou a hora de aprender a lidar com os eventos virtuais. Neste curso você compreenderá como elaborar um evento e colocá-lo em prática. Aprenderá as técnicas mais atuais do mercado e ainda terá acesso a muitas dicas para fazer os seus eventos se tornarem um sucesso. Inscreva-se agora!","Agentes públicos, empresários, autônomos e profissionais de eventos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo 1: Introdução a Eventos Virtuais (tipologia e classificação de eventos);Módulo 2: Planejamento e Organização de Evento;Módulo 3: Gestão de eventos;Módulo 4: Ferramentas, aplicativos e plataformas para eventos virtuais e híbridos."
"270","Governança de Dados","Análise e Ciência de Dados / Gestão Pública / Governo e Transformação Digital / Gestão da Informação e do Conhecimento","Resolução de problemas com base em dados / Mentalidade digital","Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","30","30","Curso Aberto","Em tempo de economia digital, onde o volume de dados produzidos é imenso, as instituições precisam lidar com este cenário a fim de disponibilizar a informação correta em tempo hábil para a tomada de decisões. A boa governança de dados é o caminho para superar este desafio! Inscreva-se e conheça os fundamentos relacionados à importância da governança de dados especialmente na Administração Pública Federal.","Servidores públicos de qualquer esfera e Poder, principalmente aqueles que atuam em áreas correlatas à governança, gestão e o gerenciamento de dados. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Módulo 1 - Contexto da Governança de Dados na Administração Pública Módulo 2 - Princípios, importância e desafios do Gerenciamento de Dados Módulo 3 - Gestão inteligente de Dados Módulo 4 - Gerenciamento de Metadados e da Qualidade dos Dados"
